ID_NUTS3,Name_NUTS3,PDI_DEMO,IND_DEMO,MAS_DEMO,UAI_DEMO,LTO_DEMO,IVR_DEMO,IR_total_DEMO,IR_DEMO,R_DEMO,SD_DEMO,AWF_DEMO,DEM_DEMO,LFT_DEMO,ACH_DEMO,APP_DEMO,COMF_DEMO,PDA_DEMO,PDA_FUNC_DEMO,PDA_DISFUNC_DEMO,PDA_POZITIV_DEMO,Satisfaction_DEMO,Negative_experience_DEMO,Trsust_Family_DEMO,Trust_First_DEMO,Trust_Religion_DEMO,Trust_Nationality_DEMO,Democracy_1_DEMO,Democracy_2_DEMO,Democracy_3_DEMO,PDI_FD,IND_FD,MAS_FD,UAI_FD,LTO_FD,IVR_FD,IR_total_FD,IR_FD,R_FD,SD_FD,AWF_FD,DEM_FD,LFT_FD,ACH_72_FD,APP_72_FD,COMF_72_FD,PDA_TOTAL_FD,PDA_FUNC_FD,PDA_DISFUNC_FD,PDA_POZITIV_FD,Satisfaction_FD,Negative_experience_FD,Trust_Family_FD,Trust_First_FD,Trust_Religion_FD,Trust_Nationality_FD,Democracy_1_FD,Democracy_2_FD,Democracy_3_FD,venit_propriu,chelt_tot,chelt_asistenta_sociala,proc_neet,supr_agricol,rata_mort_infantila,personal_sanitar,medici,pod_pop_varstnice,pod_pop_tinere,cabinete_medicale,paturi_spitale,pop_ocupata_civila,rata_mortalitatii,rata_natalitatii,spor_migratoriu,spor_natural,chelt_sanatate,pon_studii_sup>10ani,pon_pop_analfabeta,pop_25_st_superioare,chelt_inv,pon_pop_fara_studii,pop_25_sup_post_ter,unit_scolare,rata_part_forta_munca_fem,media_ani_sc_pop_fem_25_ani,pondere_someri_fem,lung_cond_canalizare,acces_apa,acces_apa_calda,acces_inc_centrala,acces_electricitate,banci,proc_salariati,pondere_someri,proc_structura_turistica,grad_utilizare_cazare,lungime_gaz,lungime_apa_potabila,densitate_drumuri,acces_dj,acces_dn,cadre_didactice,chelt_transport,densitate_cai_ferate,lhdi,loc_noi_terminate,densitate_pop,rata_crestere_pop,proc_loc_baie,proc_loc_closet,supr_locuibila,densitatea_locativa,pers_gospodarie,aut_construire,chelt_locuinte_sociale,chelt_cultura,acces_canalizare,supr_paduri,schimbare_supr_construita,schimbare_paduri,utilizare_internet,bibiloteci,muzee_ind,sume_ue,finantare_mdrap
20,GIURGIU,42,29,18,69,35,24,123.949,70.771,90.822,25.911,33.315,35.097,31.833,43.459,39.794,40.696,12.292,5.972,6.321,11.82,8.002,6.554,3.798,2.053,2.316,2.459,3.234,3.617,2.387,54,18,20,66,38,32,123.82,71.0909,91.27,25.36,32.91,35.23,32.68,43.23,39.27,41.32,11.5455,5.7273,5.8182,11.8636,8.09,5.78,3.8636,1.9545,2.1818,2.3182,3.3182,3.6364,2.4762,775.9586097,2937.727473,402.1331814,26.4135442035,78.9240044653,4.4702726866,6.0274592362,1.1602494171,18.5602163278,14.2826896862,0.3897660668,2.9559248528,42.809019906,15.9480753523,8.1938090407,-7.7542663116,-0.7801883441,17.02285622,6.7988231055,4.0236962883,7.3353336465,180.0643198,2.968304,9.3963591744,0.3113427664,45.82996847,8.1178619017,1.1,0.0976439729,0.616547,0.381635,41.1,98.81973,0.0912145768,12.4741406675,1.0,0.1240518245,0.3332801521,0.1184972312,0.2023893256,0.3373155427,555.71,277.556,2.1331967213,883.1629788,0.013244637,58,16.0172796894,76.71075184,-0.0079865,40.7066,38.9725,19.6247395824,2.908244,2.84,5.5093604399,402.1331814,88.84731384,0.452366,9.9268550544,2.3938197154,-1.8005588051,21.8303529456,0.4487757179,0.0145943323,50.13758054,435.8651931267
21,GORJ,70,6,59,103,56,33,125.629,79.513,97.884,26.665,33.252,35.632,32.704,44.399,41.163,40.067,13.463,6.952,6.511,9.85,7.591,6.601,3.518,1.821,1.889,1.837,3.163,3.642,2.048,82,-2,61,103,63,33,122.23,77.7,99.47,25.13,32.03,35.17,32.77,43.33,39.2,39.7,13.1333,6.9333,6.2,9.7,7.53,6.07,3.5667,1.7333,1.7692,1.7241,3.2,3.6897,2.0333,904.3548529,2365.913234,232.988791,24.7339929065,35.2960998191,6.427221172,9.7241730167,2.1649210896,16.0474788805,12.964672246,0.5769166453,6.4761481769,43.6685070581,11.1451928549,7.3422254299,-3.8029674249,-5.0160307568,57.41252203,12.6112711513,1.2671286204,13.3346761199,171.2192203,1.916541,17.2437963261,0.3136754153,43.91357668,10.1545762166,2.0,0.0663902504,0.709542,0.483221,55.4,98.214543,0.0608279233,20.1569913403,2.0,0.7962928146,0.4070652038,0.1588598243,0.3469177366,0.4075902521,826.05,424.603,2.1841013362,376.8023817,0.0428382015,73,6.8569659032,64.53119765,-0.00789531,50.5302,45.7182,19.2111226623,2.777006,2.75,3.1022240901,232.988791,198.0888673,0.56875,52.3965242388,1.4933143893,-0.0220804482,34.0822781886,0.5446864044,0.0884769794,60.96632292,201.6138461999
22,HARGHITA,93,38,43,81,52,34,120.256,74.197,97.941,27.595,30.698,33.124,30.809,41.444,37.596,41.216,13.353,6.679,6.674,11.83,7.816,5.81,4.002,2.329,2.21,2.287,3.139,3.409,1.941,98,32,38,75,62,30,114.9,71.7,100.8,25.45,28.78,32.5,30.48,39.7,35.45,39.75,12.725,6.425,6.3,11.825,7.93,5.19,4.0,2.375,2.2,2.35,3.2821,3.4737,1.8611,905.4666588,2265.691318,161.4209497,27.5636478285,34.7742851777,6.7329272203,11.3566983768,1.7414005191,17.0782484499,15.5440837829,0.485696099,5.9226322274,39.6365648332,11.4024226759,9.3960782896,-2.0063443863,-1.5092770834,34.90330083,9.6120095728,1.1704982232,10.7810721448,150.6909657,2.061024,14.686432869,0.3825911968,39.92583071,10.2223426744,2.3,0.1507409243,0.81901,0.65358,71.4,98.00951,0.2436156167,20.116634736,2.5,2.6105969786,0.4032448614,0.0822463898,0.2367525279,0.3066590177,776.98,437.449,2.4096755615,426.8349375,0.0304452838,71,7.5190005143,50.0188694,-0.002926832,68.507,65.0112,18.7453855894,2.829073,2.71,3.4346794349,161.4209497,256.097624,0.765226,42.7050574996,1.8204979763,-1.3680476238,41.6126163555,0.4872312333,0.0691748047,224.1499607,108.6719326864
23,HUNEDOARA,81,23,31,101,37,11,123.083,76.684,97.601,26.897,32.05,34.271,31.643,43.598,37.863,41.622,15.921,8.379,7.542,10.5,6.836,6.926,3.551,2.091,2.328,2.402,2.773,3.308,1.896,94,16,29,101,43,8,119.43,75.525,100.1,25.28,30.68,33.78,31.8,42.2,35.9,41.33,15.5,8.3,7.2,10.35,6.8,6.39,3.5897,1.973,2.1613,2.2727,2.8438,3.3824,1.9355,993.5790406,2377.909019,213.2851102,20.1892056849,28.744688004,5.1703163017,10.0143649564,2.4857432134,18.4420562335,12.4590069933,0.5151432469,7.0144330435,41.4695447541,12.7815660352,7.1448128398,-5.6367531954,-4.2286513948,80.13347414,13.6064484093,0.8733096702,14.324758145,145.4221046,1.722891,19.2492423632,0.2346836334,45.11565319,10.3010591422,1.9,0.1622670265,0.89037,0.668605,82.8,98.964311,0.2206664994,22.8037193122,1.8,1.0514109676,0.4354466799,0.1212159434,0.2758044518,0.4843264189,1253.45,377.642,1.8932325887,372.1015898,0.0408672511,75,5.0623491031,65.04466862,-0.009562409,79.6785,79.5282,18.6490234426,2.551152,2.52,1.5489922897,213.2851102,166.688627,0.852225,56.8370080237,7.1365475844,-0.0339974424,41.0194806495,0.3612873078,0.0389411469,61.23481836,108.1695135795
24,IALOMITA,79,42,19,98,40,-11,93.486,73.819,124.333,13.874,26.495,31.151,25.415,34.868,25.449,33.169,13.808,7.488,6.32,9.93,6.978,6.927,3.631,1.936,1.877,1.968,3.402,3.674,1.887,91,31,25,100,47,-8,93.62,74.0833,124.47,13.35,26.2,31.3,26.37,34.63,25.05,33.93,13.4833,7.4833,6.0,9.8167,6.9,6.25,3.678,1.8448,1.7308,1.7885,3.5088,3.6727,1.9623,789.4189167,1944.632773,135.4675798,33.2458165944,86.2166241157,6.2682824906,6.4533476741,1.1720823767,17.2504384427,16.0480533146,0.3854943009,2.9711874373,38.2169485096,13.2994362008,8.2771263533,-5.0223098475,-4.3443671959,64.65943413,7.882185281,3.3288300904,9.0358963018,175.6322749,4.703765,11.6705702596,0.3113001972,45.90976944,8.5909369628,2.2,0.0903744654,0.73635,0.377817,45.0,98.794521,0.0861825277,15.1253783413,2.4,0.1999434643,0.6663640845,0.0836800605,0.3427175848,0.260587571,485.66,318.407,1.8552757412,288.437989,0.0658208261,61,11.0658365566,64.64912807,-0.009262218,41.4653,41.4184,17.8979840183,2.84047,2.78,4.8951675733,135.4675798,153.3003909,0.453036,5.5773049105,0.8234990217,-0.2889422429,24.6939387216,0.479174854,0.0206838066,28.7194528,106.3085223957
25,IASI,87,39,42,86,54,20,123.498,66.784,87.285,28.366,31.875,33.633,30.858,42.548,39.242,41.708,12.479,6.462,6.017,9.81,7.244,6.742,3.583,2.02,2.276,2.145,2.763,3.48,1.847,98,31,45,86,61,22,122.41,66.271,87.86,27.62,31.3,33.41,31.45,42.1,38.35,41.95,12.2968,6.5032,5.7935,9.7161,7.18,6.15,3.6275,1.9145,2.1308,1.9926,2.8162,3.4963,1.9104,823.2033025,1912.184497,125.7792995,16.3257836904,70.8152843494,4.7154293234,12.5191494967,4.1082443231,13.3700760329,16.9337450835,0.5203754257,7.9138186312,44.2611361718,9.966409275,9.6234314039,-0.3429778711,9.9653539584,51.83423616,14.8508688867,1.3349675661,18.0869382694,179.9742587,4.443571,22.351834504,0.260663182,43.35598693,10.1094133241,1.2,0.2150327006,0.679489,0.530361,56.8,97.455887,0.2029156105,17.4949377336,1.3,0.1742312048,0.7661070192,0.2522962675,0.4625248906,0.4548347133,1123.52,347.012,1.8592321755,400.5392235,0.0529727176,73,32.3177637212,172.3689525,0.008905242,54.111,55.0042,15.7292351463,2.876582,2.7,5.5286535965,125.7792995,151.8851784,0.584955,16.5459174483,5.0099695059,-0.9150521766,35.7491509272,0.4716991155,0.0254972495,90.56673874,109.5221157889
26,ILFOV,74,34,31,87,44,10,126.006,72.261,90.255,27.62,33.417,34.489,32.457,45.45,38.327,42.228,14.85,8.056,6.794,10.33,7.23,6.925,3.516,1.993,2.242,2.167,2.832,3.562,2.145,86,23,33,90,51,11,124.42,71.8387,91.42,26.56,32.63,34.4,33.02,44.76,37.13,42.53,14.4516,8.0161,6.4355,10.1935,7.15,6.27,3.5645,1.9016,2.1,2.0164,2.9286,3.5902,2.1818,2381.126746,3555.326561,286.4202274,24.6403193263,62.8131484985,4.2857142857,5.9717070015,1.919730246,12.7649450357,17.138405494,0.3702848679,3.2333948554,42.7035689848,9.6002305915,11.3901040916,1.7898735001,30.2511866629,46.05127871,16.5406253017,1.8559530044,19.0368299948,363.6070623,1.49651,21.5905080535,0.299861924,41.08488679,10.2061505668,0.3,0.6791734904,0.884199,0.70607,75.4,98.317045,0.1369549253,34.8304710541,0.3,0.1841807616,0.7170841341,1.4079081162,0.8137515284,0.5167694074,2.64,181.623,1.6969148752,586.6749613,0.11540756,85,131.8309220608,275.9034396,0.034257466,72.5978,73.3423,29.3027648366,3.223741,3.05,24.179628191,286.4202274,367.080005,0.790003,14.8903299862,16.1477682067,-1.386293398,43.7131883621,0.2337678897,0.0165290427,1.269617711,122.6182982879
27,MARAMURES,69,37,41,78,48,16,104.558,67.574,107.016,22.376,26.523,31.682,26.162,38.17,30.168,36.221,12.554,6.543,6.011,10.86,7.181,6.465,3.711,1.863,2.178,2.128,3.058,3.502,1.994,81,33,43,70,53,25,98.38,64.4,110.02,19.96,24.52,30.76,25.66,36.5,26.96,34.92,11.58,6.16,5.42,10.94,7.42,5.75,3.8,1.78,2.102,2.0816,3.0408,3.5833,1.9149,842.102283,2220.452801,208.8836649,24.1893161424,35.1397331404,7.310255859,11.1467886405,1.7295753568,15.744854971,14.8383155541,0.4863086873,5.4865828285,41.382487324,11.1070313934,8.894422006,-2.2126093874,-1.7918885013,44.38253473,11.3208654715,0.9941417486,12.6370391957,157.5726355,2.746224,15.9015008014,0.3480509149,44.47579618,9.7980882996,1.6,0.1500499032,0.831144,0.625104,73.3,98.857566,0.0725428958,19.5440106294,1.6,1.0079644463,0.3827573013,0.1844363393,0.3796630693,0.2841998483,831.54,368.068,2.0573040801,474.8274681,0.0328472187,73,13.4204357155,82.93328473,-0.003969594,65.9933,63.0068,19.0022240125,2.83983,2.79,5.3032674847,208.8836649,208.1195421,0.75988,50.3786856159,8.7171832674,-1.0660232071,35.9594920089,0.4543476103,0.0381804715,69.78888226,134.5958100211
28,MEHEDINTI,77,40,48,65,48,17,109.366,66.91,101.544,21.52,29.369,33.868,27.175,39.965,32.916,36.485,13.149,6.864,6.285,11.13,7.842,6.89,3.775,2.212,2.37,2.202,2.931,3.604,1.679,90,30,49,62,53,24,107.28,66.175,102.9,20.28,28.45,33.73,27.63,39.18,31.5,36.6,12.3,6.575,5.725,11.15,7.95,6.14,3.85,2.125,2.25,2.0769,3.0,3.641,1.7105,797.2498125,2984.020851,269.8556419,27.794249925,57.3048141435,4.7846889952,8.4500762559,1.7515861586,17.935000379,13.4388864221,0.581978656,5.1362254963,43.1206903048,13.3435228464,7.4288659427,-5.9146569037,-4.4111113086,96.64359216,10.7234823981,2.0350159638,11.50295384,186.4268115,3.182476,15.4560929208,0.3732205378,43.70033722,9.4336938019,3.5,0.0686275699,0.658871,0.409105,46.7,97.952492,0.1486194316,15.6510415745,4.0,0.4953981055,0.5799558144,0.0107452325,0.2178241097,0.3878420717,697.18,453.424,2.0997748855,563.7994348,0.0251397893,65,8.9171658982,56.83727761,-0.010054944,43.6039,42.4417,19.2460925474,2.618989,2.58,3.3474757697,269.8556419,166.0961949,0.477249,33.7414735376,0.6960230932,-0.1083789128,26.2464871635,0.5484764739,0.0106156737,116.0735387,224.8816782581
29,MURES,86,34,36,92,35,8,120.159,78.54,102.381,24.817,32.565,34.439,30.811,42.43,36.891,40.838,14.061,7.322,6.738,10.88,7.746,6.683,3.721,2.373,2.584,2.549,3.362,3.648,2.817,95,26,36,93,42,7,117.88,77.5481,103.67,23.72,31.59,34.01,31.23,41.55,35.65,40.67,14.0481,7.4519,6.5962,10.7692,7.69,6.22,3.75,2.2885,2.4747,2.43,3.45,3.6563,2.9059,1092.245893,2381.550265,198.2021135,28.0188499759,54.6957519334,6.4713284199,13.3610805955,4.3235931919,17.3051219285,15.5606000288,0.5111473994,6.8041650452,37.9127741692,11.9338215351,9.3715202146,-2.5623013206,-0.9855005079,38.16744412,11.8067463034,1.7367490624,13.2687234373,174.3552822,4.627706,18.21108013,0.2981770768,40.8407487,10.0579686929,1.6,0.1979094821,0.766665,0.627479,69.2,98.456904,0.1985151738,22.4148866192,1.8,1.2180083545,0.6995133367,0.5158409118,0.3556078845,0.3256247619,777.17,405.433,2.2323026726,528.9040544,0.0414485732,76,17.6981324433,88.5006576,-0.002784691,65.1024,62.0593,18.4100633734,2.824127,2.71,3.1089495014,198.2021135,248.9495912,0.708722,33.67936644,1.6188814298,-0.7479700019,37.9549413451,0.4306769872,0.0235526477,113.023898,34.8434507638
30,NEAMT,66,32,33,95,39,3,124.825,74.982,94.157,28.487,32.819,33.566,31.198,44.837,38.353,41.635,14.042,7.435,6.606,10.53,7.663,7.122,3.462,2.077,2.292,2.432,3.104,3.641,2.277,79,24,36,93,44,8,122.39,73.9831,95.59,27.2,31.83,33.24,31.61,43.97,36.83,41.59,13.4237,7.2542,6.1695,10.5085,7.73,6.44,3.5254,1.9661,2.1579,2.2931,3.1786,3.678,2.3214,668.2752376,2040.228909,168.7340194,28.8936503989,40.6964775613,7.7910174152,8.2102839091,1.4869018103,17.0733818542,14.2516958734,0.4565079599,4.099394551,40.2463219519,12.6485592555,7.6451956497,-5.0033636058,-1.186021415,60.08049004,9.4035942648,1.0642609537,10.8998666736,146.1901085,2.966813,14.6341604188,0.2347516538,43.72764827,9.4236605313,1.8,0.0862675488,0.64102,0.474996,53.6,99.186615,0.0524172201,14.7222498869,2.1,1.1112450662,0.453976238,0.1122276122,0.2682596478,0.3461907733,773.68,425.115,1.9598074105,378.9363665,0.0293727336,68,10.955199002,96.53436326,-0.007046585,50.9442,50.1327,18.4144769373,2.657713,2.56,3.8229625863,168.7340194,149.1727772,0.557384,45.0228526058,0.5009421573,-0.2946434898,27.6104275362,0.4909746283,0.0506699794,81.3146005,176.694776564
31,OLT,79,16,32,116,59,-19,128.199,79.985,95.786,29.119,34.025,34.538,32.929,47.656,39.029,41.513,16.001,8.34,7.661,9.95,7.178,7.034,3.598,1.768,1.656,1.767,3.368,3.501,2.32,92,11,34,109,60,-8,123.63,78.25,98.63,27.19,32.5,33.75,32.94,46.31,36.5,40.81,15.25,8.0625,7.1875,10.0625,7.5,6.47,3.6875,1.625,1.5625,1.6875,3.375,3.5625,2.4,796.651745,2806.048118,269.8913754,23.9318769364,80.5486731144,5.9467918623,8.0181070108,1.6493873704,18.7567246689,12.4696230475,0.5475610622,4.546915277,41.7073785518,14.484033376,7.2819019097,-7.2021314662,-4.7429226523,88.58179547,8.4555290129,1.4040416016,9.099561342,185.3108859,4.194188,11.990799773,0.3646648844,45.35069729,9.162565814,2.9,0.1085717477,0.606655,0.330467,30.5,98.980243,0.1019538897,16.0948941492,3.2,0.1268759516,0.4198502662,0.073453075,0.3680829332,0.4287639301,1095.62,302.94,2.007394804,530.2789003,0.0430580726,63,9.6516348873,79.66472325,-0.012002894,35.4283,34.909,19.6557379649,2.75293,2.74,3.7473718553,269.8913754,132.320055,0.409147,9.4358506677,2.2083318047,-1.0823838198,19.9648180101,0.58000435,0.0294533459,78.81161868,162.90529724
32,PRAHOVA,73,36,46,87,60,12,112.719,67.5,98.781,22.193,28.597,34.204,30.043,40.655,33.357,38.707,14.638,7.86,6.778,10.51,7.419,6.659,3.686,2.035,2.007,2.069,3.037,3.361,2.24,87,24,46,92,67,9,112.13,68.1667,100.03,21.41,28.07,34.27,30.94,40.15,32.56,39.43,14.3254,7.8651,6.4603,10.3254,7.26,6.04,3.7222,1.9194,1.8403,1.9008,3.1557,3.395,2.3417,1174.60248,2379.979196,216.9809165,24.0568940758,48.9036225648,6.2280421591,9.3921027777,1.4923786113,18.6057910248,13.6582906788,0.4534701806,5.3458882611,40.8041306303,12.9554300063,7.8618957941,-5.0935342122,-2.4394224733,67.62450345,13.6537592242,1.0283415286,15.1507874705,139.1236685,3.227036,19.0207304899,0.2837413685,45.57659911,10.0551692435,1.4,0.2239037945,0.83867,0.603928,68.0,98.993459,0.1701286598,22.2944852044,1.4,0.8631527593,0.5754819429,0.5528845025,0.7855093414,0.4733978067,1126.6,289.777,1.8785397957,399.5420075,0.0343749192,77,16.7626767743,169.210823,-0.007094402,63.502,63.4961,20.1592154067,2.903721,2.77,3.6402529413,216.9809165,198.3317715,0.709411,33.5556619424,2.8340126766,-0.3453729004,36.7137842972,0.4315763796,0.046285003,66.76504457,77.5119192067
33,SALAJ,73,25,48,87,31,27,120.723,82.758,106.035,24.004,31.836,35.894,31.298,43.741,35.052,41.931,14.463,7.762,6.701,11.01,7.778,6.902,3.798,2.331,2.466,2.375,3.313,3.626,2.571,85,20,47,80,34,32,115.63,80.5667,108.93,21.9,30.07,35.2,31.13,42.17,32.43,41.03,13.6,7.4333,6.1667,11.0333,7.97,6.2,3.8667,2.2333,2.3667,2.3,3.3667,3.7,2.5667,873.724466,2641.020479,233.0474523,25.9358787743,58.8786495093,11.0837438424,8.4445998471,1.8621216803,16.9346063033,15.9655066215,0.4534295203,5.311429969,42.9740979749,12.6610141856,9.9298874939,-2.7311266917,-2.8004239361,40.20726398,10.7772498085,1.8370994958,11.6766321521,132.8487812,2.872463,14.5556851879,0.436165009,43.95233953,9.6203271596,2.5,0.1331912986,0.743631,0.521852,60.9,99.741877,0.0935126608,19.7754882987,2.9,0.9595212152,0.2859229165,0.1286386343,0.3606693099,0.4632853288,612.41,284.249,2.1281800391,476.839475,0.0473373619,69,12.481907333,63.32326995,-0.004694531,55.3979,49.3803,19.2669420547,2.796794,2.71,3.9844525037,233.0474523,237.0768303,0.623367,33.0538502185,2.7629648203,-3.913e-07,36.7533752906,0.7115093757,0.0325261429,67.37692809,149.0147136395
